pdb,reactivity,0,pdbid,biological_unit,unit
7CRU,Low,reduced_7cru.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7CRU,DIMERIC,DIMERIC
7FJI,Low,reduced_7fji.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: EICOSAMERIC,7FJI,EICOSAMERIC,MULTIMERIC
7MNW,Low,reduced_7mnw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7MNW,DIMERIC,DIMERIC
2D5R,Low,reduced_2d5r.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2D5R,DIMERIC,DIMERIC
7AWE,Low,reduced_7awe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 28-MERIC,7AWE,28-MERIC,MULTIMERIC
6GT5,Low,reduced_6gt5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GT5,MONOMERIC,MONOMERIC
2H00,Low,reduced_2h00.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2H00,MONOMERIC,MONOMERIC
7QPD,Low,reduced_7qpd.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7QPD,PENTAMERIC,MULTIMERIC
2H00,Low,reduced_2h00.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2H00,MONOMERIC,MONOMERIC
7OB9,Low,reduced_7ob9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXADECAMERIC,7OB9,HEXADECAMERIC,MULTIMERIC
6B91,Low,reduced_6b91.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6B91,MONOMERIC,MONOMERIC
7B5O,Low,reduced_7b5o.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,7B5O,TRIMERIC,MULTIMERIC
6DU4,Low,reduced_6du4.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6DU4,DIMERIC,DIMERIC
6GFK,Low,reduced_6gfk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GFK,MONOMERIC,MONOMERIC
6GFK,Low,reduced_6gfk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GFK,MONOMERIC,MONOMERIC
1ZS9,Low,reduced_1zs9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1ZS9,MONOMERIC,MONOMERIC
7CRU,Low,reduced_7cru.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7CRU,DIMERIC,DIMERIC
7DVQ,Low,reduced_7dvq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 49-MERIC,7DVQ,49-MERIC,MULTIMERIC
7W59,Low,reduced_7w59.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 50-MERIC,7W59,50-MERIC,MULTIMERIC
6GT5,Low,reduced_6gt5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6GT5,MONOMERIC,MONOMERIC
7QH7,Low,reduced_7qh7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 49-MERIC,7QH7,49-MERIC,MULTIMERIC
4GMJ,Low,reduced_4gmj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4GMJ,DIMERIC,DIMERIC
4ZHT,Low,reduced_4zht.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4ZHT,TETRAMERIC,MULTIMERIC
5JJD,Low,reduced_5jjd.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5JJD,DIMERIC,DIMERIC
7APK,Low,reduced_7apk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 30-MERIC,7APK,30-MERIC,MULTIMERIC
2DZM,Low,reduced_2dzm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DZM,MONOMERIC,MONOMERIC
3BDL,Low,reduced_3bdl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3BDL,MONOMERIC,MONOMERIC
2O4X,Low,reduced_2o4x.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2O4X,DIMERIC,DIMERIC
3Q0K,Low,reduced_3q0k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3Q0K,DIMERIC,DIMERIC
3Q0K,Low,reduced_3q0k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3Q0K,DIMERIC,DIMERIC
3HAJ,Low,reduced_3haj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3HAJ,DIMERIC,DIMERIC
3ACO,Low,reduced_3aco.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3ACO,DIMERIC,DIMERIC
3ABH,Low,reduced_3abh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3ABH,DIMERIC,DIMERIC
6NSV,Low,reduced_6nsv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6NSV,DIMERIC,DIMERIC
3OMC,Low,reduced_3omc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3OMC,DIMERIC,DIMERIC
3OMC,Low,reduced_3omc.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3OMC,DIMERIC,DIMERIC
5M9O,Low,reduced_5m9o.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,5M9O,DIMERIC,DIMERIC
4ZHT,Low,reduced_4zht.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,4ZHT,TETRAMERIC,MULTIMERIC
3EBB,Low,reduced_3ebb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3EBB,TETRAMERIC,MULTIMERIC
4HHV,Low,reduced_4hhv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4HHV,DIMERIC,DIMERIC
2RSG,Low,reduced_2rsg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2RSG,MONOMERIC,MONOMERIC
4Z0V,Low,reduced_4z0v.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4Z0V,MONOMERIC,MONOMERIC
4Z2B,Low,reduced_4z2b.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4Z2B,MONOMERIC,MONOMERIC
4ZKF,Low,reduced_4zkf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4ZKF,MONOMERIC,MONOMERIC
6XOG,Low,reduced_6xog.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,6XOG,TRIMERIC,MULTIMERIC
6HTS,Low,reduced_6hts.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: NONADECAMERIC,6HTS,NONADECAMERIC,MULTIMERIC
4AH6,Low,reduced_4ah6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4AH6,DIMERIC,DIMERIC
5OAF,Low,,,,NA
4D10,Low,reduced_4d10.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,4D10,OCTAMERIC,MULTIMERIC
4AH6,Low,reduced_4ah6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4AH6,DIMERIC,DIMERIC
6IGM,Low,reduced_6igm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: NONAMERIC,6IGM,NONAMERIC,MULTIMERIC
1XWN,Low,reduced_1xwn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1XWN,MONOMERIC,MONOMERIC
2K7N,Low,reduced_2k7n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2K7N,MONOMERIC,MONOMERIC
2X7K,Low,reduced_2x7k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2X7K,DIMERIC,DIMERIC
4L9H,Low,reduced_4l9h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4L9H,MONOMERIC,MONOMERIC
2E8O,Low,reduced_2e8o.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2E8O,MONOMERIC,MONOMERIC
6R9T,Low,reduced_6r9t.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6R9T,MONOMERIC,MONOMERIC
3EBB,Low,reduced_3ebb.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,3EBB,TETRAMERIC,MULTIMERIC
4GMJ,Low,reduced_4gmj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4GMJ,DIMERIC,DIMERIC
6UEJ,Low,reduced_6uej.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6UEJ,DIMERIC,DIMERIC
6EFK,Low,reduced_6efk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6EFK,DIMERIC,DIMERIC
6SUP,Low,reduced_6sup.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6SUP,MONOMERIC,MONOMERIC
7UHY,Low,,,,NA
7UN6,Low,reduced_7un6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,7UN6,TRIMERIC,MULTIMERIC
7A6H,Low,reduced_7a6h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEPTADECAMERIC,7A6H,HEPTADECAMERIC,MULTIMERIC
5AX9,Low,reduced_5ax9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5AX9,MONOMERIC,MONOMERIC
5AX9,Low,reduced_5ax9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5AX9,MONOMERIC,MONOMERIC
5AX9,Low,reduced_5ax9.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5AX9,MONOMERIC,MONOMERIC
7AE1,Low,reduced_7ae1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: EICOSAMERIC,7AE1,EICOSAMERIC,MULTIMERIC
2H00,Low,reduced_2h00.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2H00,MONOMERIC,MONOMERIC
7UN3,Low,reduced_7un3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,7UN3,TETRAMERIC,MULTIMERIC
7OAT,Low,reduced_7oat.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,7OAT,TRIMERIC,MULTIMERIC
6WCV,Low,reduced_6wcv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6WCV,DIMERIC,DIMERIC
7N9H,Low,reduced_7n9h.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7N9H,DIMERIC,DIMERIC
5A31,Low,reduced_5a31.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 24-MERIC,5A31,24-MERIC,MULTIMERIC
4GMJ,Low,reduced_4gmj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4GMJ,DIMERIC,DIMERIC
7B5N,Low,reduced_7b5n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: HEXAMERIC,7B5N,HEXAMERIC,MULTIMERIC
6ZH6,Low,,,,NA
6RA7,Low,,,,NA
2I7V,Low,reduced_2i7v.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2I7V,MONOMERIC,MONOMERIC
3D3W,Low,reduced_3d3w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3W,DIMERIC,DIMERIC
3D3W,Low,reduced_3d3w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3W,DIMERIC,DIMERIC
3D3W,Low,reduced_3d3w.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3W,DIMERIC,DIMERIC
7SUD,Low,,,,NA
6EFK,Low,reduced_6efk.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6EFK,DIMERIC,DIMERIC
6WJN,Low,reduced_6wjn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,6WJN,46-MERIC,MULTIMERIC
7OF0,Low,reduced_7of0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 56-MERIC,7OF0,56-MERIC,MULTIMERIC
6NSV,Low,reduced_6nsv.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6NSV,DIMERIC,DIMERIC
6H02,Low,reduced_6h02.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6H02,DIMERIC,DIMERIC
1YZT,Low,reduced_1yzt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YZT,MONOMERIC,MONOMERIC
1YZT,Low,reduced_1yzt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1YZT,MONOMERIC,MONOMERIC
6G6S,Low,,,,NA
1RX0,Low,reduced_1rx0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1RX0,TETRAMERIC,MULTIMERIC
5O0Y,Low,reduced_5o0y.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5O0Y,MONOMERIC,MONOMERIC
6M8Q,Low,reduced_6m8q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6M8Q,MONOMERIC,MONOMERIC
6M8Q,Low,reduced_6m8q.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6M8Q,MONOMERIC,MONOMERIC
2OT3,Low,reduced_2ot3.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2OT3,DIMERIC,DIMERIC
7MNW,Low,reduced_7mnw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7MNW,DIMERIC,DIMERIC
3WTF,Low,reduced_3wtf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3WTF,DIMERIC,DIMERIC
7W5A,Low,reduced_7w5a.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 54-MERIC,7W5A,54-MERIC,MULTIMERIC
2A2N,Low,reduced_2a2n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2A2N,MONOMERIC,MONOMERIC
6ZOJ,Low,reduced_6zoj.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZOJ,36-MERIC,MULTIMERIC
7NFC,Low,,,,NA
5Z58,Low,reduced_5z58.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 46-MERIC,5Z58,46-MERIC,MULTIMERIC
6ICZ,Low,reduced_6icz.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 51-MERIC,6ICZ,51-MERIC,MULTIMERIC
6ID0,Low,reduced_6id0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 42-MERIC,6ID0,42-MERIC,MULTIMERIC
6ID1,Low,reduced_6id1.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 43-MERIC,6ID1,43-MERIC,MULTIMERIC
2O28,Low,reduced_2o28.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2O28,DIMERIC,DIMERIC
3CXP,Low,reduced_3cxp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3CXP,DIMERIC,DIMERIC
3LX7,Low,,,,NA
6ZUO,Low,reduced_6zuo.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6ZUO,35-MERIC,MULTIMERIC
7LT3,Low,,,,NA
1YXM,Low,reduced_1yxm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TETRAMERIC,1YXM,TETRAMERIC,MULTIMERIC
3MEA,Low,,,,NA
6ZV6,Low,reduced_6zv6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6ZV6,35-MERIC,MULTIMERIC
2A2N,Low,reduced_2a2n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2A2N,MONOMERIC,MONOMERIC
7K1N,Low,,,,NA
2A2N,Low,reduced_2a2n.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2A2N,MONOMERIC,MONOMERIC
6ZMT,Low,reduced_6zmt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 35-MERIC,6ZMT,35-MERIC,MULTIMERIC
3QWP,Low,reduced_3qwp.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3QWP,MONOMERIC,MONOMERIC
3OXG,Low,reduced_3oxg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3OXG,MONOMERIC,MONOMERIC
3OXF,Low,reduced_3oxf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3OXF,MONOMERIC,MONOMERIC
3OXF,Low,reduced_3oxf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3OXF,MONOMERIC,MONOMERIC
2A8I,Low,reduced_2a8i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2A8I,DIMERIC,DIMERIC
2DBA,Low,reduced_2dba.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2DBA,MONOMERIC,MONOMERIC
2VKQ,Low,reduced_2vkq.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2VKQ,MONOMERIC,MONOMERIC
2JGA,Low,reduced_2jga.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2JGA,MONOMERIC,MONOMERIC
6N31,Low,,,,NA
6AKW,Low,reduced_6akw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,6AKW,MONOMERIC,MONOMERIC
5F8P,Low,reduced_5f8p.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5F8P,MONOMERIC,MONOMERIC
5DAB,Low,reduced_5dab.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5DAB,MONOMERIC,MONOMERIC
4ZS2,Low,reduced_4zs2.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4ZS2,MONOMERIC,MONOMERIC
4QKN,Low,reduced_4qkn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4QKN,MONOMERIC,MONOMERIC
4IE5,Low,reduced_4ie5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4IE5,MONOMERIC,MONOMERIC
6ZN5,Low,reduced_6zn5.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZN5,36-MERIC,MULTIMERIC
3RU0,Low,reduced_3ru0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RU0,MONOMERIC,MONOMERIC
6ZVH,Low,reduced_6zvh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZVH,37-MERIC,MULTIMERIC
3MEU,Low,,,,NA
7K5I,Low,reduced_7k5i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,7K5I,36-MERIC,MULTIMERIC
6ZOK,Low,reduced_6zok.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 22-MERIC,6ZOK,22-MERIC,MULTIMERIC
5D8F,Low,reduced_5d8f.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,5D8F,TRIMERIC,MULTIMERIC
4OWT,Low,reduced_4owt.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIMERIC,4OWT,TRIMERIC,MULTIMERIC
6V6B,Low,reduced_6v6b.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,6V6B,DIMERIC,DIMERIC
7OPL,Low,reduced_7opl.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: PENTAMERIC,7OPL,PENTAMERIC,MULTIMERIC
4D0P,Low,reduced_4d0p.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4D0P,MONOMERIC,MONOMERIC
6R7I,Low,reduced_6r7i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: TRIDECAMERIC,6R7I,TRIDECAMERIC,MULTIMERIC
3WTD,Low,reduced_3wtd.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3WTD,DIMERIC,DIMERIC
7U5C,Low,reduced_7u5c.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,7U5C,OCTAMERIC,MULTIMERIC
8D0B,Low,reduced_8d0b.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,8D0B,OCTAMERIC,MULTIMERIC
8D0K,Low,reduced_8d0k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: OCTAMERIC,8D0K,OCTAMERIC,MULTIMERIC
7FGM,Low,reduced_7fgm.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7FGM,DIMERIC,DIMERIC
6ZHA,Low,,,,NA
4WJA,Low,reduced_4wja.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,4WJA,DIMERIC,DIMERIC
6ZXH,Low,reduced_6zxh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 36-MERIC,6ZXH,36-MERIC,MULTIMERIC
1Q33,Low,reduced_1q33.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1Q33,MONOMERIC,MONOMERIC
6ZHE,Low,,,,NA
6ZXF,Low,reduced_6zxf.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXF,37-MERIC,MULTIMERIC
3MEW,Low,,,,NA
7K1K,Low,,,,NA
6ZXD,Low,reduced_6zxd.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXD,37-MERIC,MULTIMERIC
4ZEY,Low,reduced_4zey.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,4ZEY,MONOMERIC,MONOMERIC
3D3J,Low,reduced_3d3j.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3J,DIMERIC,DIMERIC
3D3K,Low,reduced_3d3k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3K,DIMERIC,DIMERIC
3D3K,Low,reduced_3d3k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3K,DIMERIC,DIMERIC
3D3K,Low,reduced_3d3k.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,3D3K,DIMERIC,DIMERIC
5WDH,Low,reduced_5wdh.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5WDH,MONOMERIC,MONOMERIC
2BKR,Low,reduced_2bkr.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2BKR,DIMERIC,DIMERIC
2L9S,Low,reduced_2l9s.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,2L9S,DIMERIC,DIMERIC
2PB7,Low,reduced_2pb7.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,2PB7,MONOMERIC,MONOMERIC
7K1J,Low,,,,NA
6ZXE,Low,reduced_6zxe.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXE,37-MERIC,MULTIMERIC
7K0Y,Low,,,,NA
6ZXG,Low,reduced_6zxg.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 37-MERIC,6ZXG,37-MERIC,MULTIMERIC
7MNW,Low,reduced_7mnw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: DIMERIC,7MNW,DIMERIC,DIMERIC
3RU0,Low,reduced_3ru0.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,3RU0,MONOMERIC,MONOMERIC
5V37,Low,reduced_5v37.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5V37,MONOMERIC,MONOMERIC
6YBW,Low,reduced_6ybw.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: 26-MERIC,6YBW,26-MERIC,MULTIMERIC
5XAH,Low,reduced_5xah.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5XAH,MONOMERIC,MONOMERIC
5XAH,Low,reduced_5xah.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5XAH,MONOMERIC,MONOMERIC
5XAH,Low,reduced_5xah.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5XAH,MONOMERIC,MONOMERIC
1H3I,Low,reduced_1h3i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1H3I,MONOMERIC,MONOMERIC
5GWN,Low,reduced_5gwn.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,5GWN,MONOMERIC,MONOMERIC
1H3I,Low,reduced_1h3i.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1H3I,MONOMERIC,MONOMERIC
1MT6,Low,reduced_1mt6.pdb:REMARK 350 AUTHOR DETERMINED BIOLOGICAL UNIT: MONOMERIC,1MT6,MONOMERIC,MONOMERIC
